subsecao_id,municipio_id,year
8036.0,8184.0,2018
8036.0,8281.0,2018
8036.0,8320.0,2018
8036.0,8389.0,2018
8036.0,8397.0,2018
8036.0,8508.0,2018
8036.0,8621.0,2018
8036.0,8770.0,2018
8036.0,9296.0,2018
8036.0,9610.0,2018
8036.0,9636.0,2018
9210.0,7005.0,2018
9210.0,7030.0,2018
9210.0,7048.0,2018
9210.0,7064.0,2018
9210.0,7080.0,2018
9210.0,7102.0,2018
9210.0,7129.0,2018
9210.0,7137.0,2018
9210.0,7145.0,2018
9210.0,7153.0,2018
9210.0,7161.0,2018
9210.0,7170.0,2018
9210.0,7188.0,2018
9210.0,7196.0,2018
9210.0,7200.0,2018
9210.0,7218.0,2018
9210.0,7226.0,2018
9210.0,7250.0,2018
9210.0,7269.0,2018
9210.0,7315.0,2018
9210.0,7323.0,2018
9210.0,7331.0,2018
9210.0,7340.0,2018
9210.0,7374.0,2018
9210.0,7390.0,2018
9210.0,7404.0,2018
9210.0,7412.0,2018
9210.0,7420.0,2018
9210.0,7447.0,2018
9210.0,7455.0,2018
9210.0,7463.0,2018
9210.0,7471.0,2018
9210.0,7498.0,2018
9210.0,7510.0,2018
9210.0,7544.0,2018
9210.0,7552.0,2018
9210.0,7595.0,2018
9210.0,7617.0,2018
9210.0,7625.0,2018
9210.0,7641.0,2018
9210.0,7668.0,2018
9210.0,7684.0,2018
9210.0,7692.0,2018
9210.0,7706.0,2018
9210.0,7714.0,2018
9210.0,7730.0,2018
9210.0,7765.0,2018
9210.0,7781.0,2018
9210.0,7811.0,2018
9210.0,7838.0,2018
9210.0,7889.0,2018
9210.0,7900.0,2018
9210.0,7919.0,2018
9210.0,7927.0,2018
9210.0,7943.0,2018
9210.0,7951.0,2018
9210.0,7960.0,2018
9210.0,7978.0,2018
9210.0,7994.0,2018
9210.0,8001.0,2018
9210.0,8028.0,2018
9210.0,8044.0,2018
9210.0,8060.0,2018
9210.0,8079.0,2018
9210.0,8109.0,2018
9210.0,8117.0,2018
9210.0,8125.0,2018
9210.0,8141.0,2018
9210.0,8168.0,2018
9210.0,8192.0,2018
9210.0,8206.0,2018
9210.0,8222.0,2018
9210.0,8230.0,2018
9210.0,8249.0,2018
9210.0,8257.0,2018
9210.0,8273.0,2018
