tribunal,secao,subsecao,sede,municipio
TRF4,PR,Subseção de Toledo,Toledo,Formosa do Oeste
TRF4,PR,Subseção de Toledo,Toledo,Iracema do Oeste
TRF4,PR,Subseção de Toledo,Toledo,Jesuítas
TRF4,PR,Subseção de Toledo,Toledo,Marechal Cândido Rondon
TRF4,PR,Subseção de Toledo,Toledo,Maripá
TRF4,PR,Subseção de Toledo,Toledo,Nova Aurora
TRF4,PR,Subseção de Toledo,Toledo,Nova Santa Rosa
TRF4,PR,Subseção de Toledo,Toledo,Ouro Verde do Oeste
TRF4,PR,Subseção de Toledo,Toledo,Pato Bragado
TRF4,PR,Subseção de Toledo,Toledo,Quatro Pontes
TRF4,PR,Subseção de Toledo,Toledo,São José das Palmeiras
TRF4,PR,Subseção de Toledo,Toledo,São Pedro do Iguaçu
TRF4,PR,Subseção de Toledo,Toledo,Toledo
TRF4,PR,Subseção de Toledo,Toledo,Tupãssi
TRF4,PR,Subseção de Toledo,Toledo,Vera Cruz do Oeste
TRF4,PR,Subseção de Umuarama,Umuarama,Alto Paraíso (antiga Vila Alta)
TRF4,PR,Subseção de Umuarama,Umuarama,Alto Piquiri
TRF4,PR,Subseção de Umuarama,Umuarama,Altônia
TRF4,PR,Subseção de Umuarama,Umuarama,Brasilândia do Sul
TRF4,PR,Subseção de Umuarama,Umuarama,Cafezal do Sul
TRF4,PR,Subseção de Umuarama,Umuarama,Cidade Gaúcha
TRF4,PR,Subseção de Umuarama,Umuarama,Cruzeiro do Oeste
TRF4,PR,Subseção de Umuarama,Umuarama,Douradina
TRF4,PR,Subseção de Umuarama,Umuarama,Esperança Nova
TRF4,PR,Subseção de Umuarama,Umuarama,Francisco Alves
TRF4,PR,Subseção de Umuarama,Umuarama,Guaporema
TRF4,PR,Subseção de Umuarama,Umuarama,Icaraíma
TRF4,PR,Subseção de Umuarama,Umuarama,Iporã
TRF4,PR,Subseção de Umuarama,Umuarama,Ivate
TRF4,PR,Subseção de Umuarama,Umuarama,Maria Helena
TRF4,PR,Subseção de Umuarama,Umuarama,Mariluz
TRF4,PR,Subseção de Umuarama,Umuarama,Nova Olímpia
TRF4,PR,Subseção de Umuarama,Umuarama,Palotina
TRF4,PR,Subseção de Umuarama,Umuarama,Perobal
TRF4,PR,Subseção de Umuarama,Umuarama,Pérola
TRF4,PR,Subseção de Umuarama,Umuarama,Querência do Norte
TRF4,PR,Subseção de Umuarama,Umuarama,Rondon
TRF4,PR,Subseção de Umuarama,Umuarama,Santa Cruz do Monte Castelo
TRF4,PR,Subseção de Umuarama,Umuarama,Santa Izabel do Ivaí
TRF4,PR,Subseção de Umuarama,Umuarama,São Jorge do Patrocínio
TRF4,PR,Subseção de Umuarama,Umuarama,Tapejara
TRF4,PR,Subseção de Umuarama,Umuarama,Tapira
TRF4,PR,Subseção de Umuarama,Umuarama,Umuarama
TRF4,PR,Subseção de Umuarama,Umuarama,Xambre
TRF4,PR,Subseção de União da Vitória,União da Vitória,Antônio Olinto
TRF4,PR,Subseção de União da Vitória,União da Vitória,Bituruna
TRF4,PR,Subseção de União da Vitória,União da Vitória,Cruz Machado
TRF4,PR,Subseção de União da Vitória,União da Vitória,General Carneiro
TRF4,PR,Subseção de União da Vitória,União da Vitória,Mallet
TRF4,PR,Subseção de União da Vitória,União da Vitória,Paula Freitas
TRF4,PR,Subseção de União da Vitória,União da Vitória,Paulo Frontin
TRF4,PR,Subseção de União da Vitória,União da Vitória,Porto Vitória
TRF4,PR,Subseção de União da Vitória,União da Vitória,Rebouças
TRF4,PR,Subseção de União da Vitória,União da Vitória,Rio Azul
TRF4,PR,Subseção de União da Vitória,União da Vitória,São João do Triunfo
TRF4,PR,Subseção de União da Vitória,União da Vitória,São Mateus do Sul
TRF4,PR,Subseção de União da Vitória,União da Vitória,União da Vitória
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Delmiro Gouveia
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Pariconha
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Água Branca
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Mata Grande
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Ínhapi
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Olho d'Água do Casado
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Canapi
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Piranhas
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Ouro Branco
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Maravilha
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Poço das Trincheiras
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Senador Rui Palmeira
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,São José da Tapera
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Pão de Açucar
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Santana do Ipanema
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Carneiros
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Palestina
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Jacaré dos Homens
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Monteirópolis
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Olho d'Água das Flores
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Olivença
TRF5,AL,Jurisdição de Santana do Ipanema,Santana do Ipanema,Dois Riachos
TRF5,AL,Jurisdição de Arapicara,Arapicara,Belo Monte
TRF5,AL,Jurisdição de Arapicara,Arapicara,Batalha
TRF5,AL,Jurisdição de Arapicara,Arapicara,Major Isidoro
TRF5,AL,Jurisdição de Arapicara,Arapicara,Cacimbinhas
TRF5,AL,Jurisdição de Arapicara,Arapicara,Minerador do Negrão
TRF5,AL,Jurisdição de Arapicara,Arapicara,Traipu
TRF5,AL,Jurisdição de Arapicara,Arapicara,Jaramataia
TRF5,AL,Jurisdição de Arapicara,Arapicara,Estrela de Alagoas
TRF5,AL,Jurisdição de Arapicara,Arapicara,Palmeira dos Índios
TRF5,AL,Jurisdição de Arapicara,Arapicara,Igaci
TRF5,AL,Jurisdição de Arapicara,Arapicara,Craíbas
TRF5,AL,Jurisdição de Arapicara,Arapicara,Girau do Ponciano
TRF5,AL,Jurisdição de Arapicara,Arapicara,Tanque d'Arca
TRF5,AL,Jurisdição de Arapicara,Arapicara,Belém
TRF5,AL,Jurisdição de Arapicara,Arapicara,Taquarana
TRF5,AL,Jurisdição de Arapicara,Arapicara,Coité do Nóia
TRF5,AL,Jurisdição de Arapicara,Arapicara,Limoeiro do Anadia
TRF5,AL,Jurisdição de Arapicara,Arapicara,arapicara
TRF5,AL,Jurisdição de Arapicara,Arapicara,São Sebastião
TRF5,AL,Jurisdição de Arapicara,Arapicara,Feira Grande
TRF5,AL,Jurisdição de Arapicara,Arapicara,Lagoa da Canoa
TRF5,AL,Jurisdição de Arapicara,Arapicara,Campo Grande
TRF5,AL,Jurisdição de Arapicara,Arapicara,Olho d'Água Grande
TRF5,AL,Jurisdição de Arapicara,Arapicara,São Brás
TRF5,AL,Jurisdição de Arapicara,Arapicara,Porto Real do Colégio
TRF5,AL,Jurisdição de Maceió,Maceió,Maceió
TRF5,AL,Jurisdição de Maceió,Maceió,Piaçabuçu
TRF5,AL,Jurisdição de Maceió,Maceió,Feliz Deserto
TRF5,AL,Jurisdição de Maceió,Maceió,Penedo
TRF5,AL,Jurisdição de Maceió,Maceió,Igreja Nova 
TRF5,AL,Jurisdição de Maceió,Maceió,Coruripe
TRF5,AL,Jurisdição de Maceió,Maceió,Teotônio Vilela
TRF5,AL,Jurisdição de Maceió,Maceió,Junqueiro
TRF5,AL,Jurisdição de Maceió,Maceió,Campo Alegre
TRF5,AL,Jurisdição de Maceió,Maceió,Jequiá da Praia
TRF5,AL,Jurisdição de Maceió,Maceió,Roteiro
TRF5,AL,Jurisdição de Maceió,Maceió,São Miguel dos Campos
TRF5,AL,Jurisdição de Maceió,Maceió,Boca da Mata
TRF5,AL,Jurisdição de Maceió,Maceió,Anadia
TRF5,AL,Jurisdição de Maceió,Maceió,Barra de São Miguel
TRF5,AL,Jurisdição de Maceió,Maceió,Marechal Deodoro
TRF5,AL,Jurisdição de Maceió,Maceió,Pilar
TRF5,AL,Jurisdição de Maceió,Maceió,Atalaia
TRF5,AL,Jurisdição de Maceió,Maceió,Maribondo
TRF5,AL,Jurisdição de Maceió,Maceió,Mar Vermelho
TRF5,AL,Jurisdição de Maceió,Maceió,Paulo Jacinto
TRF5,AL,Jurisdição de Maceió,Maceió,Quebrangulo
TRF5,AL,Jurisdição de Maceió,Maceió,Pindoba
TRF5,AL,Jurisdição de Maceió,Maceió,Atalaia
TRF5,AL,Jurisdição de Maceió,Maceió,Capela
TRF5,AL,Jurisdição de Maceió,Maceió,Coqueiro Seco
TRF5,AL,Jurisdição de Maceió,Maceió,Santa Luzia do Norte
TRF5,AL,Jurisdição de Maceió,Maceió,Satuba
TRF5,AL,Jurisdição de Maceió,Maceió,Rio Largo
TRF5,AL,Jurisdição de Maceió,Maceió,Paripueira
TRF5,AL,Jurisdição de Maceió,Maceió,Barra de Santo Antônio
TRF5,AL,Jurisdição de Maceió,Maceió,São Luís do Quitunde
TRF5,AL,Jurisdição de Maceió,Maceió,Passo de Camaragibe
TRF5,AL,Jurisdição de Maceió,Maceió,Matriz de Camaragibe
TRF5,AL,Jurisdição de Maceió,Maceió,São Miguel dos Milagres
TRF5,AL,Jurisdição de Maceió,Maceió,Porto de Pedras
TRF5,AL,Jurisdição de Maceió,Maceió,Porto Calvo
TRF5,AL,Jurisdição de Maceió,Maceió,Japaratinga
TRF5,AL,Jurisdição de Maceió,Maceió,Maragogi
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,União dos Palmares
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Cajueiro
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Viçosa
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Chã Preta
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Santana do Mundaú
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Branquinha
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Murici
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Messias
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Flexeiras
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,São José da Lage
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Ibateguara
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Joaquim Gomes
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Colônia Leopoldina
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Novo Lino
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Jundiá
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Campestre
TRF5,AL,Jurisdição de União dos Palmares,União dos Palmares,Jacuípe
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,Juazeiro do Norte
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,penaforte
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,jati
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,jardim
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,porteiras
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,brejo santo
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,mauriti
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,milagres
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,abaiara
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,missão velha
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,barbalha
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,crato
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,barro
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,caririaçu
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,granjeiro
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,aurora
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,várzea alegre
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,lavras da mangabeira
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,ipaumirim
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,baixo
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,umari
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,farias brito
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,altaneira
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,nova olinda
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,santana do cariri
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,araripe
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,potengi
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,assaré
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,atonina do norte
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,campos sales
TRF5,CE,Jurisdição de Juazeiro do Norte,Juazeiro do Norte,salitre
TRF5,CE,Jurisdição de Iguatu,Iguatu,Iguatu
TRF5,CE,Jurisdição de Iguatu,Iguatu,Milhã 
TRF5,CE,Jurisdição de Iguatu,Iguatu,Piquet Carneiro
TRF5,CE,Jurisdição de Iguatu,Iguatu,Dep. Irapuan Pinheiro
TRF5,CE,Jurisdição de Iguatu,Iguatu,Solonópole
TRF5,CE,Jurisdição de Iguatu,Iguatu,acopiara
TRF5,CE,Jurisdição de Iguatu,Iguatu,quixelô
TRF5,CE,Jurisdição de Iguatu,Iguatu,orós
TRF5,CE,Jurisdição de Iguatu,Iguatu,icó
TRF5,CE,Jurisdição de Iguatu,Iguatu,cedro
TRF5,CE,Jurisdição de Iguatu,Iguatu,cariús
TRF5,CE,Jurisdição de Iguatu,Iguatu,tarrafas
TRF5,CE,Jurisdição de Iguatu,Iguatu,jucás
TRF5,CE,Jurisdição de Iguatu,Iguatu,saboeiro
TRF5,CE,Jurisdição de Tauá,Tauá,Tauá
TRF5,CE,Jurisdição de Tauá,Tauá,Senador Pompeu
TRF5,CE,Jurisdição de Tauá,Tauá,Mombaça
TRF5,CE,Jurisdição de Tauá,Tauá,Pedra Branca
TRF5,CE,Jurisdição de Tauá,Tauá,Catarina
TRF5,CE,Jurisdição de Tauá,Tauá,Arneiroz
TRF5,CE,Jurisdição de Tauá,Tauá,Aiuba
TRF5,CE,Jurisdição de Tauá,Tauá,Parambu
TRF5,CE,Jurisdição de Tauá,Tauá,quiterianópolis
TRF5,CE,Jurisdição de Crateús,Crateús,Crateús
TRF5,CE,Jurisdição de Crateús,Crateús,independência
TRF5,CE,Jurisdição de Crateús,Crateús,novo oriente
TRF5,CE,Jurisdição de Crateús,Crateús,tamboril
TRF5,CE,Jurisdição de Crateús,Crateús,mons. Tabosa
TRF5,CE,Jurisdição de Crateús,Crateús,catunda
TRF5,CE,Jurisdição de Crateús,Crateús,nova russas
TRF5,CE,Jurisdição de Crateús,Crateús,ararendá
TRF5,CE,Jurisdição de Crateús,Crateús,ipaporanga
TRF5,CE,Jurisdição de Crateús,Crateús,poranga
TRF5,CE,Jurisdição de Crateús,Crateús,ipueiras
TRF5,CE,Jurisdição de Sobral,Sobral,Sobral
TRF5,CE,Jurisdição de Sobral,Sobral,cruz
TRF5,CE,Jurisdição de Sobral,Sobral,jijoca de jericoacoara
TRF5,CE,Jurisdição de Sobral,Sobral,camocim
TRF5,CE,Jurisdição de Sobral,Sobral,barroquinha
TRF5,CE,Jurisdição de Sobral,Sobral,chaval
TRF5,CE,Jurisdição de Sobral,Sobral,bela cruz
TRF5,CE,Jurisdição de Sobral,Sobral,granja
TRF5,CE,Jurisdição de Sobral,Sobral,viçosa do ceará
TRF5,CE,Jurisdição de Sobral,Sobral,martinópole
TRF5,CE,Jurisdição de Sobral,Sobral,uruoca
TRF5,CE,Jurisdição de Sobral,Sobral,senador sá
TRF5,CE,Jurisdição de Sobral,Sobral,santana do acaraú
TRF5,CE,Jurisdição de Sobral,Sobral,morrinhos
TRF5,CE,Jurisdição de Sobral,Sobral,marco
TRF5,CE,Jurisdição de Sobral,Sobral,moraújo
TRF5,CE,Jurisdição de Sobral,Sobral,meruoca
TRF5,CE,Jurisdição de Sobral,Sobral,massapê
TRF5,CE,Jurisdição de Sobral,Sobral,alcântaras
TRF5,CE,Jurisdição de Sobral,Sobral,coreaú
TRF5,CE,Jurisdição de Sobral,Sobral,frecheirinha
TRF5,CE,Jurisdição de Sobral,Sobral,tianguá
TRF5,CE,Jurisdição de Sobral,Sobral,ubajara
TRF5,CE,Jurisdição de Sobral,Sobral,ibiapina
TRF5,CE,Jurisdição de Sobral,Sobral,são benedito
TRF5,CE,Jurisdição de Sobral,Sobral,carnaubal
TRF5,CE,Jurisdição de Sobral,Sobral,guaraciaba do norte
TRF5,CE,Jurisdição de Sobral,Sobral,croatá
TRF5,CE,Jurisdição de Sobral,Sobral,ipu
TRF5,CE,Jurisdição de Sobral,Sobral,pires ferreira
TRF5,CE,Jurisdição de Sobral,Sobral,varjota
TRF5,CE,Jurisdição de Sobral,Sobral,reriutaba
TRF5,CE,Jurisdição de Sobral,Sobral,pacujá
TRF5,CE,Jurisdição de Sobral,Sobral,mucambo
TRF5,CE,Jurisdição de Sobral,Sobral,cariré
TRF5,CE,Jurisdição de Sobral,Sobral,groaíras
TRF5,CE,Jurisdição de Sobral,Sobral,graça
TRF5,CE,Jurisdição de Sobral,Sobral,hidrolândia
TRF5,CE,Jurisdição de Sobral,Sobral,santa quitéria
TRF5,CE,Jurisdição de Sobral,Sobral,forquilha
TRF5,CE,Jurisdição de Sobral,Sobral,irauçuba
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,Itapipoca
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,acaraú
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,itarema
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,amontada
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,miraíma
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,trairi
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,paraipaba
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,tururu
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,são luís do curu
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,umirim
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,itapajé
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,uruburetama
TRF5,CE,Jurisdição de Itapipoca,Itapipoca,tejuçuoca
TRF5,CE,Jurisdição de Maracanaú,Maracanaú,Maracanaú
TRF5,CE,Jurisdição de Maracanaú,Maracanaú,pentecoste
TRF5,CE,Jurisdição de Maracanaú,Maracanaú,apuiarés
TRF5,CE,Jurisdição de Maracanaú,Maracanaú,general sampaio
TRF5,CE,Jurisdição de Maracanaú,Maracanaú,paramoti
TRF5,CE,Jurisdição de Maracanaú,Maracanaú,caridade
TRF5,CE,Jurisdição de Maracanaú,Maracanaú,pacatuba
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,Fortaleza
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,paracuru
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,são gonçalo do amarante
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,caucaia
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,eusébio
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,aquiraz
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,itaitinga
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,pindoretama
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,cascavel
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,horizonte
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,pacajus
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,chorozinho
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,guaiúba
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,palmácia
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,redenção
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,acarape
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,barreira
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,pacoti
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,guaramiranga
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,baturité
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,mulungu
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,capistrano
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,aracoiaba
TRF5,CE,Jurisdição de Fortaleza,Fortaleza,ocara
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,Limoeiro do Norte
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,ererê
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,pereiro
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,jaguaribe
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,potiretama
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,Iracema do Oeste
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,jaguaribara
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,jaguarétama
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,alto santo
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,são joão jaguaribe
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,morada nova
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,tabuleiro do norte
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,quixeré
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,russas
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,jaguaruana
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,palhano
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,beberibe
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,fortim
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,aracati
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,itaiçaba
TRF5,CE,Jurisdição de Limoeiro do Norte,Limoeiro do Norte,acapuí
TRF5,CE,Jurisdição de Quixadá,Quixadá,Quixadá
TRF5,CE,Jurisdição de Quixadá,Quixadá,ibicuitinga
TRF5,CE,Jurisdição de Quixadá,Quixadá,banabuiú
TRF5,CE,Jurisdição de Quixadá,Quixadá,quixeramobim
TRF5,CE,Jurisdição de Quixadá,Quixadá,boa viagem
TRF5,CE,Jurisdição de Quixadá,Quixadá,madalena
TRF5,CE,Jurisdição de Quixadá,Quixadá,choró
TRF5,CE,Jurisdição de Quixadá,Quixadá,itatira
TRF5,CE,Jurisdição de Quixadá,Quixadá,canindé
TRF5,CE,Jurisdição de Quixadá,Quixadá,itapiúna
TRF5,CE,Jurisdição de Quixadá,Quixadá,ibaretama
TRF5,PB,Jurisdição de Sousa,Sousa,Sousa
TRF5,PB,Jurisdição de Sousa,Sousa,Belém do Brejo do Cruz
TRF5,PB,Jurisdição de Sousa,Sousa,São José do Brejo do Cruz
TRF5,PB,Jurisdição de Sousa,Sousa,Brejo do Cruz
TRF5,PB,Jurisdição de Sousa,Sousa,Catolé do Rocha
TRF5,PB,Jurisdição de Sousa,Sousa,Riacho dos Cavalos
TRF5,PB,Jurisdição de Sousa,Sousa,São Bento
TRF5,PB,Jurisdição de Sousa,Sousa,Paulista
TRF5,PB,Jurisdição de Sousa,Sousa,Mato grosso
TRF5,PB,Jurisdição de Sousa,Sousa,jericó
TRF5,PB,Jurisdição de Sousa,Sousa,brejo dos santos
TRF5,PB,Jurisdição de Sousa,Sousa,Bom Sucesso do Sul
TRF5,PB,Jurisdição de Sousa,Sousa,vista serrana
TRF5,PB,Jurisdição de Sousa,Sousa,bom sucesso
TRF5,PB,Jurisdição de Sousa,Sousa,santa cruz
TRF5,PB,Jurisdição de Sousa,Sousa,lagoa
TRF5,PB,Jurisdição de Sousa,Sousa,são francisco
TRF5,PB,Jurisdição de Sousa,Sousa,pombal
TRF5,PB,Jurisdição de Sousa,Sousa,são bentinho
TRF5,PB,Jurisdição de Sousa,Sousa,cajazeirinhas
TRF5,PB,Jurisdição de Sousa,Sousa,são domingos de pombal
TRF5,PB,Jurisdição de Sousa,Sousa,lastro
TRF5,PB,Jurisdição de Sousa,Sousa,souza
TRF5,PB,Jurisdição de Sousa,Sousa,aparecida
TRF5,PB,Jurisdição de Sousa,Sousa,são josé da lagoa tapada
TRF5,PB,Jurisdição de Sousa,Sousa,coremas
TRF5,PB,Jurisdição de Sousa,Sousa,vieirópolis
TRF5,PB,Jurisdição de Sousa,Sousa,uiraúna
TRF5,PB,Jurisdição de Sousa,Sousa,joca claudino
TRF5,PB,Jurisdição de Sousa,Sousa,poço dantas
TRF5,PB,Jurisdição de Sousa,Sousa,bernardinho batista
TRF5,PB,Jurisdição de Sousa,Sousa,triunfo
TRF5,PB,Jurisdição de Sousa,Sousa,poço de josé de moura
TRF5,PB,Jurisdição de Sousa,Sousa,santa helena
TRF5,PB,Jurisdição de Sousa,Sousa,são joão do rio do peixe
TRF5,PB,Jurisdição de Sousa,Sousa,marizópolis
TRF5,PB,Jurisdição de Sousa,Sousa,nazarezinho
TRF5,PB,Jurisdição de Sousa,Sousa,aguiar
TRF5,PB,Jurisdição de Sousa,Sousa,carrapateira
TRF5,PB,Jurisdição de Sousa,Sousa,são josé de piranhas
TRF5,PB,Jurisdição de Sousa,Sousa,cajazeiras
TRF5,PB,Jurisdição de Sousa,Sousa,bom jesus
TRF5,PB,Jurisdição de Sousa,Sousa,cachoeira dos índios
TRF5,PB,Jurisdição de Sousa,Sousa,monte horebe
TRF5,PB,Jurisdição de Sousa,Sousa,serra grande 
TRF5,PB,Jurisdição de Sousa,Sousa,são josé de caiana
TRF5,PB,Jurisdição de Sousa,Sousa,itaporanga
TRF5,PB,Jurisdição de Sousa,Sousa,santana dos garrotes
TRF5,PB,Jurisdição de Sousa,Sousa,nova olinda
TRF5,PB,Jurisdição de Sousa,Sousa,pedra branca
TRF5,PB,Jurisdição de Sousa,Sousa,Boa Ventura 
TRF5,PB,Jurisdição de Sousa,Sousa,Diamante D'Oeste
TRF5,PB,Jurisdição de Sousa,Sousa,bonito de santa fé
TRF5,PB,Jurisdição de Sousa,Sousa,conceição
TRF5,PB,Jurisdição de Sousa,Sousa,ibiara
TRF5,PB,Jurisdição de Sousa,Sousa,santana de mangueira
TRF5,PB,Jurisdição de Sousa,Sousa,santa inês
TRF5,PB,Jurisdição de Patos,Patos,Patos
TRF5,PB,Jurisdição de Patos,Patos,Junco do Seridó
