municipio_id,comarca_id,subsecao_id
15199.0,15199.0,14117.0
15210.0,15210.0,13838.0
15237.0,15237.0,14478.0
15253.0,13250.0,14478.0
15270.0,15270.0,15270.0
15296.0,15296.0,15270.0
15318.0,15318.0,14532.0
15334.0,15334.0,13897.0
15350.0,15350.0,15598.0
15377.0,15377.0,14532.0
15393.0,15393.0,14117.0
15415.0,15415.0,15598.0
15431.0,15431.0,14478.0
15440.0,13536.0,14478.0
15458.0,15458.0,15598.0
15474.0,15474.0,15598.0
15490.0,15490.0,13897.0
15512.0,15636.0,14532.0
15539.0,15539.0,14290.0
15555.0,15555.0,15679.0
15571.0,14613.0,15598.0
15598.0,15598.0,15598.0
15610.0,15610.0,14117.0
15636.0,15636.0,14532.0
15652.0,15652.0,13838.0
15679.0,15679.0,15679.0
15695.0,15695.0,15598.0
15717.0,15717.0,14290.0
15733.0,15733.0,15598.0
15750.0,14150.0,14478.0
15776.0,15776.0,14290.0
15792.0,15792.0,15598.0
15814.0,15814.0,14478.0
15830.0,15830.0,15598.0
15857.0,15857.0,15857.0
15873.0,15873.0,14290.0
15881.0,15881.0,15598.0
15890.0,15890.0,15598.0
15911.0,15911.0,15598.0
15920.0,15920.0,15270.0
15938.0,15938.0,14532.0
15954.0,15954.0,14290.0
