comarca_id,municipio_id,year
8214.0,8214.0,2018
8214.0,9130.0,2018
8249.0,8249.0,2018
8257.0,8257.0,2018
8265.0,7358.0,2018
8265.0,8265.0,2018
8273.0,8273.0,2018
8290.0,8290.0,2018
8311.0,8311.0,2018
8338.0,8338.0,2018
8354.0,7420.0,2018
8354.0,8354.0,2018
8370.0,7684.0,2018
8370.0,8370.0,2018
8389.0,8389.0,2018
8397.0,8184.0,2018
8397.0,8397.0,2018
8419.0,7226.0,2018
8419.0,8419.0,2018
8419.0,8478.0,2018
8419.0,8818.0,2018
8532.0,8532.0,2018
8559.0,8559.0,2018
8575.0,7820.0,2018
8575.0,8575.0,2018
8591.0,8451.0,2018
8591.0,8591.0,2018
8613.0,8192.0,2018
8613.0,8567.0,2018
8613.0,8613.0,2018
8630.0,8630.0,2018
8672.0,8583.0,2018
8672.0,8672.0,2018
8699.0,8060.0,2018
8699.0,8141.0,2018
8699.0,8699.0,2018
8710.0,8460.0,2018
8710.0,8710.0,2018
8753.0,8753.0,2018
8770.0,7382.0,2018
8770.0,7862.0,2018
8770.0,8320.0,2018
8770.0,8770.0,2018
8796.0,8796.0,2018
8834.0,8834.0,2018
8850.0,8850.0,2018
8877.0,7528.0,2018
8877.0,8877.0,2018
8915.0,7129.0,2018
8915.0,8915.0,2018
8958.0,8605.0,2018
8958.0,8958.0,2018
8974.0,7048.0,2018
8974.0,8974.0,2018
8990.0,7960.0,2018
8990.0,8990.0,2018
9016.0,9016.0,2018
9032.0,7404.0,2018
9032.0,7870.0,2018
9032.0,9032.0,2018
9059.0,9059.0,2018
9075.0,7145.0,2018
9075.0,8516.0,2018
9075.0,9075.0,2018
9091.0,8222.0,2018
9091.0,9091.0,2018
9113.0,7625.0,2018
9113.0,9113.0,2018
9156.0,9156.0,2018
9172.0,9172.0,2018
9199.0,8540.0,2018
9199.0,9199.0,2018
9210.0,8168.0,2018
9210.0,8494.0,2018
9210.0,8893.0,2018
9210.0,9210.0,2018
9237.0,9237.0,2018
9253.0,8931.0,2018
9253.0,9253.0,2018
9270.0,7455.0,2018
9270.0,9270.0,2018
9296.0,9296.0,2018
9318.0,9318.0,2018
9334.0,9334.0,2018
9350.0,9350.0,2018
9377.0,9377.0,2018
9393.0,8206.0,2018
9393.0,9393.0,2018
9415.0,9415.0,2018
9431.0,8044.0,2018
9431.0,9431.0,2018
9458.0,7161.0,2018
9458.0,9458.0,2018
9474.0,8435.0,2018
9474.0,9474.0,2018
9490.0,7471.0,2018
9490.0,9490.0,2018
9512.0,9512.0,2018
9539.0,7072.0,2018
9539.0,7307.0,2018
9539.0,9539.0,2018
9555.0,8303.0,2018
9555.0,9555.0,2018
9571.0,7188.0,2018
9571.0,9571.0,2018
9598.0,7900.0,2018
9598.0,9598.0,2018
9610.0,7480.0,2018
9610.0,8281.0,2018
9610.0,9610.0,2018
9636.0,8400.0,2018
9636.0,9636.0,2018
9652.0,8001.0,2018
9652.0,8125.0,2018
9652.0,9652.0,2018
9679.0,9679.0,2018
9695.0,7943.0,2018
9695.0,9695.0,2018
9717.0,7102.0,2018
9717.0,7641.0,2018
9717.0,9717.0,2018
10030.0,10030.0,2018
10030.0,10910.0,2018
10030.0,12432.0,2018
10030.0,12483.0,2018
10057.0,10057.0,2018
10057.0,10901.0,2018
10073.0,10073.0,2018
10073.0,10189.0,2018
